Name,Beer Name (Full),ABV
Imperial Stout,Nøgne Ø - Det Kompromissløse Bryggeri A/S Imperial Stout,"0,09"
Rabid Duck,The Duck-Rabbit Craft Brewery Duck-Rabbit Rabid Duck,"0,10"
Ivan The Terrible Imperial Stout - Barrel-Aged,Big Sky Brewing Company Ivan The Terrible,"0,12"
Milk Stout,Left Hand Brewing Company Left Hand Milk Stout,"0,06"
Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Cream Stout,"0,05"
Moo-Hoo Chocolate Milk Stout,Terrapin Beer Company Terrapin Moo-Hoo Chocolate Milk Stout,"0,06"
2XSTOUT,Southern Tier Brewing Company 2X Stout,"0,08"
Milk Stout,The Duck-Rabbit Craft Brewery Duck-Rabbit Milk Stout,"0,06"
Moloko,Three Floyds Brewing Co. & Brewpub Moloko,"0,08"
Gingerbread Stout,Hardywood Park Craft Brewery Gingerbread Stout,"0,09"
Milk Stout,Lancaster Brewing Company Milk Stout,"0,05"
Too Cream Stout,Dark Horse Brewing Company Dark Horse Too Cream Stout,"0,08"
Cream Stout,St. Peter's Brewery Co Ltd St. Peter's Cream Stout,"0,07"
Neapolitan Milk Stout,Saugatuck Brewing Company Neapolitan Milk Stout,"0,06"
72 Imperial Chocolate Cream Stout,Breckenridge Brewery 72 Imperial Chocolate Cream Stout,"0,07"
Moo Thunder Stout Farmhouse Ale,Butternuts Beer & Ale Moo Thunder Stout,"0,05"
Mother's Milk Stout,Keegan Ales Mothers Milk Stout,"0,06"
Mackeson Triple XXX Stout,Whitbread PLC Mackeson Triple XXX Stout,"0,05"
Oatmeal Milk Stout,River Horse Brewing Co. Oatmeal Milk Stout Ale Redux,"0,07"
Moo Joos,Brau Brothers Brewing Co. LLC Moo Joos,"0,06"
Brown Shugga',Lagunitas Brewing Company Brown Shugga',"0,10"
Undercover Investigation Shut-down Ale,Lagunitas Brewing Company Undercover Investigation Shut-down Ale,"0,10"
The Hairy Eyeball,Lagunitas Brewing Company Hairy Eyeball Ale,"0,09"
Samuel Adams UtopiasBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Utopias,"0,28"
Mélange No. 3,The Bruery Melange No. 3,"0,16"
Deliverance,The Lost Abbey Deliverance,"0,15"
The Angel's Share - Bourbon Barrel-Aged,The Lost Abbey The Angel's Share - Bourbon Barrel-Aged,"0,13"
Fred,Hair of the Dog Brewing Company / Brewery and Tasting Room Fred,"0,10"
Life and Limb,Sierra Nevada Brewing Co. Life & Limb,"0,10"
B-Bomb (Bourbon Abominable Winter Ale),Fremont Brewing Company Bourbon Barrel Abominable,"0,14"
Double Dead Guy Ale,Rogue Ales Double Dead Guy Ale,"0,09"
Chocolate Ale,Boulevard Brewing Co. Chocolate Ale,"0,09"
Eye of the Hawk,Mendocino Brewing Company Eye of the Hawk,"0,08"
Matt,Hair of the Dog Brewing Company / Brewery and Tasting Room Matt,"0,12"
The Angel's Share - Brandy Barrel-Aged,The Lost Abbey The Angel's Share - Brandy Barrel-Aged,"0,15"
Ale To The Chief,Avery Brewing Company Ale To The Chief,"0,09"
Fred From The Wood,Hair of the Dog Brewing Company / Brewery and Tasting Room Fred From The Wood,"0,10"
Bell Ringer,RJ Rockers Brewing Company Bell Ringer,"0,08"
Bourbon Fred From The Wood,Hair of the Dog Brewing Company / Brewery and Tasting Room Bourbon Fred From The Wood,"0,12"
Maple Tripple Ale,Lawson's Finest Liquids Maple Tripple Ale,"0,12"
Wailing Wench,"Middle Ages Brewing Co., Ltd. Wailing Wench","0,08"
Quilter's Irish Death,Iron Horse Brewery Quilter's Irish Death,"0,08"
Triple Bag,Long Trail Brewing Co. Triple Bag,"0,11"
He'Brew Origin Pomegranate Ale,Shmaltz Brewing Company He'Brew Origin Pomegranate Ale,"0,08"
John Henry 3 Lick Spiker Ale,Cold Spring Brewing Co. John Henry 3 Lick Spiker Ale,"0,09"
Barmy,Ballast Point Brewing Company Barmy Ale,"0,12"
Boatswain H.L.V. Ale (Heavy Lift Vessel),Minhas Craft Brewery Boatswain H.L.V. Ale (Heavy Lift Vessel),"0,07"
Raspberry Strong Ale,Berkshire Brewing Company Inc. Raspberry Strong Ale,"0,09"
Pray For Snow,10 Barrel Brewing Co. Pray For Snow,"0,07"
Colossus,DuClaw Brewing Company Colossus,"0,20"
BART,FiftyFifty Brewing Co. BART,"0,12"
Super Kitty,Keegan Ales Super Kitty,"0,12"
Grande Réserve (Blue),Bières de Chimay S.A. Chimay Grande Réserve (Blue),"0,09"
Trappistes Rochefort 8,Brasserie de Rochefort Trappistes Rochefort 8,"0,09"
Trois Pistoles,Unibroue Trois Pistoles,"0,09"
Raison D'Être,Dogfish Head Brewery Raison D'etre,"0,08"
Gulden Draak,Brouwerij Van Steenberge N.V. Gulden Draak (Dark Triple),"0,11"
The Mad Elf,Tröegs Brewing Company Tröegs Mad Elf,"0,11"
Brother Thelonious,North Coast Brewing Co. Brother Thelonious,"0,09"
Delirium Nocturnum,Brouwerij Huyghe Delirium Nocturnum,"0,09"
Black,Allagash Brewing Company Allagash Black,"0,08"
Delirium Noël (Christmas),Brouwerij Huyghe Delirium Noël,"0,10"
Collaboration Not Litigation Ale,Avery Brewing Company Collaboration Not Litigation Ale,"0,09"
Raison D'Extra,Dogfish Head Brewery Raison D'extra,"0,15"
Monk's Blood,21st Amendment Brewery Monk's Blood,"0,08"
Local 2,Brooklyn Brewery Brooklyn Local 2,"0,09"
N'Ice Chouffe,Brasserie d'Achouffe N'Ice Chouffe,"0,10"
Corsendonk Christmas Ale,Brouwerij Corsendonk Corsendonk Christmas Ale,"0,08"
Salvation,Russian River Brewing Company Salvation,"0,09"
McChouffe,Brasserie d'Achouffe McChouffe,"0,08"
17 Grande Réserve,Unibroue 17 Grande Réserve,"0,10"
Oerbier,Brouwerij De Dolle Brouwers De Dolle Oerbier,"0,09"
Noel De Calabaza,Jolly Pumpkin Artisan Ales Noel De Calabaza,"0,09"
Grand Cru,AleSmith Brewing Company AleSmith Grand Cru Ale,"0,10"
10 Commandments,The Lost Abbey 10 Commandments,"0,11"
Nostradamus,Brasserie Caracole Nostradamus,"0,09"
Gouden Carolus Classic,Brouwerij Het Anker Gouden Carolus Classic,"0,09"
Gouden Carolus Noël / Christmas,Brouwerij Het Anker Gouden Carolus Noël / Christmas,"0,11"
Abbaye Des Rocs Grand Cru Belgian Special Brown,Brasserie de l'Abbaye des Rocs s.a. Abbaye Des Rocs Grand Cru Belgian Special Brown,"0,09"
Hitachino Nest Extra High (XH),Kiuchi Brewery Hitachino Nest Extra High (XH),"0,08"
Grand Cru,Allagash Brewing Company Allagash Grand Cru,"0,07"
Affligem Noël,Brouwerij De Smedt / Brouwerij Affligem Affligem Noël,"0,09"
Abbaye Des Rocs [Brasserie Des Rocs Brune],Brasserie de l'Abbaye des Rocs s.a. Abbaye Des Rocs [Brasserie Des Rocs Brune],"0,09"
Achel Trappist Extra,Brouwerij der St. Benedictusabdij de Achelse Achel Trappist Extra,"0,10"
Brasserie Des Rocs Triple Impériale,Brasserie de l'Abbaye des Rocs s.a. Brasserie Des Rocs Triple Impériale,"0,10"
Green Flash Grand Cru,Green Flash Brewing Co. Green Flash Grand Cru,"0,09"
Gouden Carolus Ambrio,Brouwerij Het Anker Gouden Carolus Ambrio,"0,08"
St. Feuillien Cuvée De Noël,Brasserie St. Feuillien St. Feuillien Cuvée De Noël,"0,09"
Leute Bok,Brouwerij Van Steenberge N.V. Leute Bok,"0,08"
Moinette Brune,Brasserie Dupont sprl Moinette Brune,"0,09"
Leffe Radieuse,Abbaye de Leffe S.A. Leffe Radieuse,"0,08"
Monk's Mistress,Midnight Sun Brewing Co. Monk's Mistress,"0,12"
Nor' Easter Winter Warmer,Captain Lawrence Brewing Co. Nor' Easter,"0,12"
Duvel,Brouwerij Duvel Moortgat NV Duvel,"0,09"
Delirium Tremens,Brouwerij Huyghe Delirium Tremens,"0,09"
Matilda,Goose Island Beer Co. Matilda,"0,07"
Damnation,Russian River Brewing Company Damnation,"0,08"
Pranqster,North Coast Brewing Co. Pranqster,"0,08"
La Chouffe (Blonde),Brasserie d'Achouffe La Chouffe,"0,08"
Piraat,Brouwerij Van Steenberge N.V. Piraat 9,"0,11"
Local 1,Brooklyn Brewery Brooklyn Local 1,"0,09"
Mischief,The Bruery Mischief,"0,09"
Kwak,Brouwerij Bosteels Pauwel Kwak,"0,08"
Gnomegang,Brewery Ommegang Gnomegang,"0,10"
Stille Nacht,Brouwerij De Dolle Brouwers De Dolle Stille Nacht,"0,12"
Horny Devil,AleSmith Brewing Company AleSmith Horny Devil,"0,10"
Confluence Ale,Allagash Brewing Company Allagash Confluence Ale,"0,08"
668 Neighbor Of The Beast,New England Brewing Co. 668 The Neighbor Of The Beast,"0,08"
La Trappe Isid'or,Bierbrouwerij De Koningshoeven B.V. La Trappe Isid'or,"0,08"
Inferno Ale,The Lost Abbey Inferno Ale,"0,09"
Hitachino Nest Red Rice Ale,Kiuchi Brewery Hitachino Nest Red Rice Ale,"0,07"
Faithfull Ale,Dogfish Head Brewery Faithfull Ale,"0,07"
Hades Ale,Great Divide Brewing Company Hades Ale,"0,08"
Arabier,Brouwerij De Dolle Brouwers De Dolle Arabier,"0,08"
Reinaert Flemish Wild AleDe Proefbrouwerij (bvba Andelot),De Proefbrouwerij (bvba Andelot) Reinaert Flemish Wild Ale,"0,09"
Grand Cru Winter Reserve,Flying Fish Brewing Company Grand Cru Winter Reserve,"0,07"
Moinette Blond,Brasserie Dupont sprl Moinette Blond,"0,09"
Lucifer,Brouwerij Het Anker Lucifer,"0,08"
Boskeun,Brouwerij De Dolle Brouwers De Dolle Bos Keun,"0,10"
Victoria Ale,Allagash Brewing Company Allagash Victoria Ale,"0,09"
Victor Ale,Allagash Brewing Company Allagash Victor Ale,"0,09"
Grand Cru,North Coast Brewing Co. Grand Cru,"0,13"
BelzebuthBrasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA) Belzebuth,"0,13"
It's Alive!,Mikkeller ApS It's Alive!,"0,08"
Malheur 10°,Brouwerij De Landtsheer NV Malheur 10°,"0,10"
Barbãr (Belgian Honey Ale),Brasserie Lefèbvre SA Barbãr (Belgian Honey Ale),"0,08"
Melange A Trois - Reserve Series Aged In French Oak Chardonnay Barrels,Nebraska Brewing Company Melange A Trois Reserve Series Aged In French Oak Chardonnay Barrels,"0,11"
La Guillotine,Brouwerij Huyghe La Guillotine,"0,09"
Southampton Grand Cru,Southampton Publick House Southampton Grand Cru,"0,10"
Hoegaarden Grand Cru,Brouwerij van Hoegaarden Hoegaarden Grand Cru,"0,09"
Alpha Kong,Three Floyds Brewing Co. & Brewpub Alpha Kong,"0,11"
St. Feuillien Grand Cru,Brasserie St. Feuillien St. Feuillien Grand Cru,"0,10"
Seigneuriale,Unibroue La Seigneuriale,"0,08"
Kentucky Bourbon Barrel Ale,Alltech’s Lexington Brewing and Distilling Co. Kentucky Bourbon Barrel Ale,"0,08"
Immort Ale,Dogfish Head Brewery Immort Ale,"0,11"
Fuller's 1845,Fuller Smith & Turner PLC Fuller's 1845,"0,06"
Yorkshire StingoSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Yorkshire Stingo,"0,08"
Ubu Ale,Lake Placid Craft Brewing Company Ubu Ale,"0,07"
Geary's Hampshire Special Ale,D.L. Geary Brewing Company Geary's Hampshire Special Ale,"0,07"
King Goblin,Wychwood Brewery Company Ltd King Goblin,"0,07"
Adnams Broadside,"Adnams plc, Sole Bay Brewery Adnams Broadside","0,06"
Extra Strong Vintage Ale,Coopers Brewery Limited Coopers Extra Strong Vintage Ale,"0,08"
Hen's Tooth,Greene King / Morland Brewery Hen's Tooth,"0,07"
Riggwelter Yorkshire Ale,Black Sheep Brewery PLC Riggwelter Yorkshire Ale,"0,06"
Insanely Bad Elf Imperial Red Ale,Ridgeway Brewing Insanely Bad Elf,"0,11"
Old Crafty Hen,Greene King / Morland Brewery Old Crafty Hen,"0,07"
Seriously Bad Elf,Ridgeway Brewing Seriously Bad Elf,"0,09"
Manchester Star AleJ.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd Manchester Star Ale,"0,07"
Jolly Roger Christmas Ale,Maritime Pacific Brewing Company Maritime Pacific Jolly Roger Christmas Ale,"0,09"
Bracia,Thornbridge Brewery Bracia,"0,10"
Moonraker AleJ.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd Moonraker Ale,"0,08"
Reindeer's Revolt,Ridgeway Brewing Reindeer's Revolt,"0,06"
Pride Of Milford Special Ale,Cooperstown Brewing Company Pride Of Milford Special Ale,"0,08"
Wizard's Winter Ale,"Middle Ages Brewing Co., Ltd. Wizard's Winter Ale","0,06"
Twelve Days,Hook Norton Brewery Co. Ltd. Twelve Days,"0,06"
An Brain Blásta,The Porterhouse Brewing Company Brainblasta,"0,07"
Extra Special Oak (ESO),Element Brewing Company Extra Special Oak (ESO),"0,08"
Triple,W.H. Brakspear & Sons plc Triple,"0,07"
Monkey Wrench Strong Ale,Daleside Brewery Monkey Wrench Strong Ale,"0,05"
Morocco Ale,Daleside Brewery Morocco Ale,"0,06"
Otro Mundo Strong Red Ale,Otro Mundo Brewing Company Otro Mundo Strong Red Ale,"0,08"
Peculiar,Granite Brewery & Restaurant Peculiar,"0,06"
1488 Whisky Beer,Tullibardine Distillery 1488 Whisky Beer,"0,07"
Otter Head,Otter Brewery Ltd Otter Head,"0,06"
Old Admiral,Lord Nelson Brewery Hotel Old Admiral,"0,07"
The Saints Whisky Beer,St. Peter's Brewery Co Ltd St. Peter's The Saints Whisky Beer,"0,05"
Centurion's Ghost Ale,York Brewery Company Limited Centurion's Ghost Ale,"0,05"
Ripon Jewel Ale,Daleside Brewery Ripon Jewel Ale,"0,06"
La Fin Du Monde,Unibroue La Fin Du Monde,"0,09"
Golden Monkey,Victory Brewing Company Golden Monkey,"0,10"
Westmalle Trappist Tripel,Brouwerij Westmalle Westmalle Trappist Tripel,"0,10"
Tripel (White),Bières de Chimay S.A. Chimay Tripel (White),"0,08"
Tripel Karmeliet,Brouwerij Bosteels Tripel Karmeliet,"0,08"
Tripel,Brouwerij St. Bernardus NV St. Bernardus Tripel,"0,08"
Trippel,New Belgium Brewing Trippel Grand Cru,"0,09"
Don De Dieu,Unibroue Don de Dieu,"0,09"
Tripel Ale,Allagash Brewing Company Allagash Tripel Ale,"0,09"
Merry Monks,Weyerbacher Brewing Co. Merry Monks' Ale,"0,09"
Maredsous 10 - Triple,Brouwerij Duvel Moortgat NV Maredsous 10 - Triple,"0,10"
Trade Winds,The Bruery Trade Winds Tripel,"0,08"
La Trappe Tripel (Koningshoeven / Dominus),Bierbrouwerij De Koningshoeven B.V. La Trappe Tripel (Koningshoeven / Dominus),"0,08"
Samuel Adams New World Tripel (Barrel Room Collection)Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams New World Tripel (Barrel Room Collection),"0,10"
Agnus Dei (Abbey Pale Ale),Brouwerij Corsendonk Corsendonk Agnus / Abbey Pale Ale,"0,08"
Gouden Carolus Tripel,Brouwerij Het Anker Gouden Carolus Tripel,"0,09"
Dulle Teve (Mad Bitch),Brouwerij De Dolle Brouwers De Dolle Dulle Teve (Mad Bitch),"0,10"
Sapient Trip Ale,Dark Horse Brewing Company Dark Horse Sapient Trip Ale,"0,10"
Devil's Backbone,Real Ale Brewing Company Devil's Backbone,"0,08"
Trappist Achel 8° Blond,Brouwerij der St. Benedictusabdij de Achelse Trappist Achel 8° Blond,"0,08"
Affligem Tripel,Brouwerij De Smedt / Brouwerij Affligem Affligem Tripel,"0,10"
Brother David's Triple Abbey Style Ale,Anderson Valley Brewing Company Brother David's Triple Abbey Style Ale,"0,10"
Bornem Triple,Brouwerij Van Steenberge N.V. Bornem Triple,"0,09"
Tripel Horse,River Horse Brewing Co. Bourbon Tripel Horse,"0,10"
Golden Delicious,Captain Lawrence Brewing Co. Golden Delicious,"0,11"
St. Feuillien Triple,Brasserie St. Feuillien St. Feuillien Triple,"0,09"
Final Absolution Trippel,Dragonmead Microbrewery Dragonmead Final Absolution Trippel,"0,10"
Straffe Hendrik Bruges Tripel Bier 9°,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan Straffe Hendrik Brugse Tripel Bier 9°,"0,09"
Watou Tripel,Brouwerij St. Bernardus NV Watou Tripel,"0,08"
Trippel,Green Flash Brewing Co. Green Flash Trippel,"0,10"
Damnation Batch 23 (Oak Aged),Russian River Brewing Company Damnation Batch 23 (Oak Aged),"0,11"
Triple,Brasserie de l'Abbaye du Val-Dieu Val-Dieu Triple,"0,09"
Augustijn Ale,Brouwerij Van Steenberge N.V. Augustijn Ale,"0,08"
Kasteel Tripel,Brouwerij Van Honsebrouck N.V. Kasteel Triple,"0,11"
Eau Benite,Unibroue Eau Benite,"0,08"
Abbey Triple,Sprecher Brewing Company Abbey Triple,"0,08"
Tripel Van De Garre,Brouwerij Van Steenberge N.V. Tripel Van De Garre,"0,11"
Winter Session Ale,Peak Organic Brewing Company Winter Session Ale,"0,05"
River Guide,Berkshire Brewing Company Inc. River Ale,"0,07"
Black Wit-O,No Label Brewing Company Black Wit-O,"0,07"
Cornstalker Dark Wheat,Thunderhead Brewing Company Cornstalker Dark Wheat,"0,05"
Black Walnut Wheat,Piney River Brewing Company Black Walnut Wheat,"0,05"
Red Bud,Greenbush Brewing Company Red Bud,"0,06"
WRed Wheat,Wild Rose Brewery & Taproom WRed Wheat,"0,05"
Shredder's Wheat,Barley Brown's Brewpub Shredder's Wheat,"0,06"
Ruddy Wheat,Weston Brewing Company & O'Malley's Pub Ruddy Wheat,"0,00"
Gwiniz Du,Brasserie Britt de Bretagne Gwiniz Du,"0,05"
Oktoberfest,Schmohz Brewing Company Oktoberfest,"0,05"
Winter Wheat,Franconia Brewing Company Winter Wheat,"0,00"
Outlaw McCaw,Freetail Brewing Company Outlaw McCaw,"0,07"
Jamieson Mountain Ale,Jamieson Brewery Jamieson Mountain Ale,"0,05"
Winter Wheat,"Middle Ages Brewing Co., Ltd. Winter Wheat","0,07"
Yin-Yang Witbier,Iron Hill Brewery & Restaurant Yin-Yang Witbier,"0,05"
Red Wheat,Flat Branch Pub & Brewery Red Wheat,"0,05"
Dark Wheat,The Merchant Ale House Restaurant & Brewpub Dark Wheat,"0,05"
Gumballhead,Three Floyds Brewing Co. & Brewpub Gumballhead,"0,06"
Samuel Adams Summer AleBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Summer Ale,"0,05"
312 Urban Wheat,Goose Island Beer Co. 312 Urban Wheat,"0,04"
Unfiltered Wheat,Boulevard Brewing Co. Unfiltered Wheat,"0,04"
Circus Boy The Hefeweizen!,Magic Hat Brewing Company Circus Boy,"0,05"
UFO Hefeweizen,Harpoon Brewery UFO Hefeweizen,"0,05"
Hop Sun (Summer Wheat Beer),Southern Tier Brewing Company Hop Sun (Summer Wheat Beer),"0,05"
Berry Weiss,Jacob Leinenkugel Brewing Company Leinenkugel's Berry Weiss,"0,05"
Anchor Summer Beer,Anchor Brewing Company Anchor Summer Beer,"0,05"
Blue Moon Summer Honey WheatCoors Brewing Company (Molson-Coors),Coors Brewing Company Blue Moon Summer Honey Wheat,"0,05"
Samuel Adams Coastal WheatBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Coastal Wheat,"0,05"
Wailua Wheat,Kona Brewing Co. Wailua Wheat,"0,05"
Montana Trout Slayer Wheat Ale,Big Sky Brewing Company Montana Trout Slayer Ale,"0,05"
Sweaty Betty Blonde,Boulder Beer / Wilderness Pub Sweaty Betty Blonde,"0,05"
SummerBright Ale,Breckenridge Brewery SummerBright Ale,"0,05"
Blue Star Great American Wheat Beer,North Coast Brewing Co. Blue Star Great American Wheat Beer,"0,05"
Summer Ale,Shipyard Brewing Co. Summer Ale,"0,05"
Easy Street Wheat,Odell Brewing Company Chili Easy Street Wheat,"0,05"
Whitsun Ale,Arcadia Brewing Company Arcadia Whitsun Ale,"0,06"
Pineapple Mana Wheat,Maui Brewing Co. Mana Wheat,"0,06"
Dirty Blonde Ale,Atwater Block Brewery Dirty Blonde Ale,"0,05"
Solace,Firestone Walker Brewing Co. Solace,"0,05"
Jack Whacker Wheat Ale,Tommyknocker Brewery Jack Whacker Wheat Ale,"0,05"
Blue Moon Spring Blonde Wheat AleCoors Brewing Company (Molson-Coors),Coors Brewing Company Blue Moon Spring Blonde Wheat Ale,"0,05"
White Gold,Ithaca Beer Company White Gold,"0,08"
Saranac Pomegranate Wheat,Matt Brewing Company Saranac Pomegranate Wheat,"0,05"
Summer Session Ale,Peak Organic Brewing Company Peak Organic Summer Session Ale,"0,04"
Saranac Summer Ale,Matt Brewing Company Saranac Summer Ale,"0,05"
Sun Block,Captain Lawrence Brewing Co. Sun Block Witte,"0,05"
Funk Blueberry Citrus Wheat,DuClaw Brewing Company Funk,"0,05"
Willy Vanilly,Alpine Beer Company Willy Vanilly,"0,06"
Canebrake,Parish Brewing Company Canebrake,"0,06"
Hefeweissbier Dunkel,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Hefeweissbier Dunkel,"0,05"
Shiner Holiday Cheer,Spoetzl Brewery Shiner Holiday Cheer,"0,05"
Franziskaner Hefe-Weisse Dunkel,Spaten-Franziskaner-Bräu Franziskaner Hefe-Weisse Dunkel,"0,05"
Erdinger Weissbier Dunkel,Erdinger Weissbräu Erdinger Weissbier Dunkel,"0,05"
Samuel Adams DunkelweizenBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Dunkelweizen,"0,05"
Hacker-Pschorr Dunkel Weisse (Weisse Dark),Hacker-Pschorr Bräu GmbH Hacker-Pschorr Dunkle Weisse,"0,05"
Julius Echter Hefe-Weissbier Dunkel,Würzburger Hofbräu AG Julius Echter Hefe-Weissbier Dunkel,"0,05"
Hefe-Weissbier Dunkel,Paulaner Brauerei GmbH & Co. KG Paulaner Hefe-Weissbier Dunkel,"0,05"
Andechs Weissbier Dunkel,Klosterbrauerei Andechs Andechs Weissbier Dunkel,"0,05"
Michelob Dunkel Weisse,Anheuser-Busch Michelob DunkelWeisse,"0,06"
Tucher Dunkles Hefe Weizen,Brauerei Tucher Brau Tucher Dunkles Hefe Weizen,"0,05"
Kapuziner Schwarz-Weizen,Kulmbacher Brauerei AG Kapuziner Schwarz-Weizen,"0,05"
Winged Nut,Urban Chestnut Brewing Company Winged Nut,"0,05"
Hofbrau Hefe Weisse Dunkel,Hofbräuhaus München Hofbrau Hefe Weisse Dunkel,"0,05"
10 Degrees Below,Scuttlebutt Brewing Company 10 Degrees Below,"0,07"
Moosbacher Schwarze Weisse,Private Landbrauerei Scheuerer Moosbacher Schwarze Weisse,"0,05"
Leavenworth Boulder Bend Dunkelweizen,Fish Brewing Company / Fishbowl Brewpub Leavenworth Boulder Bend Dunkelweizen,"0,05"
Dragon's Breath,"Bayern Brewing, Inc. Bayern Dragon's Breath","0,06"
Weisse Dunkel,Brauerei Gebrüder Maisel GmbH & Co. Maisel's Weisse Dunkel,"0,05"
Shiner Dunkelweizen,Spoetzl Brewery Shiner Dunkelweizen,"0,05"
König Ludwig Weissbier Dunkel,Kaltenberg International / König Ludwig International GmbH & Co.KG König Ludwig Weissbier Dunkel,"0,06"
Ramstein Classic,High Point Brewing Company Ramstein Classic,"0,06"
Weltenburger Hefe-Weissbier Dunkel,Klosterbrauerei Weltenburg Weltenburger Hefe-Weissbier Dunkel,"0,05"
Hopf Dunkle Weisse,Weissbierbrauerei Hopf Hopf Dunkle Weisse,"0,05"
Schöfferhofer Dunkles Hefeweizen,Binding-Brauerei AG Schöfferhofer Dunkles Hefeweizen,"0,05"
Dunkelweizen,Gordon Biersch Brewery Restaurant Gordon Biersch Dunkelweizen,"0,05"
Dark 'n Curvy,Piece Brewery & Pizzeria Dark 'n Curvy,"0,06"
Texels Skuumkoppe,Texelse Bierbrouwerij Texels Skuumkoppe,"0,06"
Benediktiner Weissbier Dunkel,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH Ettaler Weißbier Dunkel,"0,05"
